0,"{'phone': '0.041903', 'iphone': '0.033558', 'update': '0.030236', 'app': '0.027338', 'keep': '0.021950', 'time': '0.020233', 'screen': '0.019446', 'go': '0.013663', 'help': '0.013367', 'restart': '0.013010'}"
1,"{'iphone': '0.031759', 'phone': '0.026321', 'help': '0.024275', 'try': '0.023069', 'apple': '0.022857', 'update': '0.020581', 'work': '0.018215', 'new': '0.014234', 'get': '0.012761', 'would': '0.012360'}"
2,"{'update': '0.054592', 'iphone': '0.049020', 'battery': '0.027095', 'fix': '0.026869', 'app': '0.022601', 'issue': '0.020924', 'ios': '0.018425', 'new': '0.016485', 'problem': '0.013061', 'slow': '0.011487'}"
3,"{'phone': '0.072641', 'update': '0.059701', 'new': '0.033724', 'iphone': '0.030708', 'battery': '0.019562', 'make': '0.014848', 'fix': '0.013130', 'slow': '0.012850', 'work': '0.011653', 'freeze': '0.010673'}"
4,"{'fix': '0.044627', 'letter': '0.038505', 'type': '0.035208', 'phone': '0.028598', 'box': '0.025291', 'question_mark': '0.024890', 'update': '0.024651', 'see': '0.018166', 'go': '0.014548', 'time': '0.013931'}"
5,"{'iphone': '0.039755', 'apple': '0.029004', 'buy': '0.019300', 'phone': '0.015033', 'work': '0.014138', 'charge': '0.012759', 'new': '0.012749', 'screen': '0.012196', 'get': '0.011260', 'month': '0.010722'}"
6,"{'battery': '0.113160', 'iphone': '0.050668', 'drain': '0.029417', 'charge': '0.026699', 'life': '0.025799', 'update': '0.020925', 'phone': '0.019177', 'hour': '0.018663', 'use': '0.015910', 'last': '0.014823'}"
7,"{'apple': '0.029627', 'call': '0.025852', 'service': '0.022932', 'phone': '0.019369', 'support': '0.018828', 'customer': '0.017570', 'help': '0.015874', 'store': '0.014130', 'issue': '0.013713', 'need': '0.010964'}"
8,"{'music': '0.077387', 'apple': '0.037830', 'song': '0.035376', 'play': '0.032111', 'download': '0.020353', 'itune': '0.018410', 'app': '0.017008', 'album': '0.015447', 'new': '0.014029', 'podcast': '0.013559'}"
9,"{'app': '0.053433', 'apple': '0.046256', 'store': '0.032007', 'download': '0.020732', 'pay': '0.017644', 'purchase': '0.016904', 'update': '0.016121', 'card': '0.015547', 'try': '0.015495', 'help': '0.014529'}"
10,"{'photo': '0.063610', 'icloud': '0.033821', 'iphone': '0.028632', 'delete': '0.024181', 'storage': '0.017675', 'take': '0.017227', 'video': '0.014707', 'picture': '0.013829', 'help': '0.013180', 'back': '0.012907'}"
11,"{'email': '0.061904', 'apple': '0.038347', 'account': '0.029488', 'would': '0.026498', 'get': '0.020009', 'password': '0.019599', 'receive': '0.015950', 'send': '0.013290', 'icloud': '0.012080', 'mail': '0.009680'}"
12,"{'screen': '0.075518', 'iphone': '0.032676', 'lock': '0.026511', 'button': '0.016101', 'home': '0.014100', 'show': '0.011695', 'touch': '0.010533', 'turn': '0.010371', 'notification': '0.010199', 'change': '0.010159'}"
13,"{'app': '0.053519', 'use': '0.018342', 'open': '0.017411', 'work': '0.015643', 'safari': '0.012157', 'ipad': '0.011707', 'way': '0.009887', 'bug': '0.009489', 'mail': '0.009182', 'amp': '0.008538'}"
14,"{'high_sierra': '0.031098', 'macbook': '0.029142', 'pro': '0.028005', 'mac': '0.026934', 'update': '0.024136', 'work': '0.015391', 'help': '0.013009', 'upgrade': '0.010495', 'drive': '0.009434', 'late': '0.008713'}"
15,"{'iphone': '0.053036', 'order': '0.032201', 'day': '0.017895', 'store': '0.013961', 'apple': '0.013754', 'phone': '0.013327', 'still': '0.012727', 'iphonex': '0.012311', 'upgrade': '0.011665', 'email': '0.011642'}"
16,"{'call': '0.045240', 'work': '0.042227', 'iphone': '0.035022', 'phone': '0.030408', 'make': '0.026182', 'sound': '0.025570', 'alarm': '0.019213', 'volume': '0.015352', 'speaker': '0.014999', 'update': '0.013186'}"
17,"{'wifi': '0.067891', 'turn': '0.057807', 'bluetooth': '0.035521', 'connect': '0.029480', 'iphone': '0.022410', 'keep': '0.017837', 'amp': '0.017277', 'work': '0.015869', 'update': '0.013886', 'network': '0.012387'}"
18,"{'message': '0.056952', 'text': '0.054676', 'send': '0.036035', 'contact': '0.025159', 'notification': '0.023682', 'imessage': '0.019113', 'get': '0.018523', 'receive': '0.017219', 'number': '0.013554', 'show': '0.013293'}"
19,"{'fix': '0.115161', 'shit': '0.043486', 'need': '0.034868', 'go': '0.031110', 'phone': '0.020137', 'glitch': '0.018436', 'fuck': '0.017707', 'get': '0.014940', 'tired': '0.014061', 'really': '0.012977'}"
20,"{'watch': '0.083986', 'apple': '0.054967', 'series': '0.024245', 'app': '0.023360', 'activity': '0.017499', 'workout': '0.013893', 'day': '0.011372', 'map': '0.010133', 'work': '0.009315', 'applewatch': '0.008652'}"
21,"{'tv': '0.072961', 'apple': '0.048079', 'video': '0.039130', 'movie': '0.023604', 'watch': '0.018587', 'play': '0.015468', 'show': '0.015400', 'remote': '0.013638', 'audio': '0.011807', 'appletv': '0.011468'}"
22,"{'would': '0.083210', 'face': '0.040609', 'unlock': '0.021609', 'use': '0.017972', 'iphonex': '0.015820', 'like': '0.012925', 'touch': '0.012851', 'faceid': '0.010179', 'love': '0.009882', 'could': '0.009585'}"
23,"{'aftr': '0.008642', 'mnth': '0.006847', 'trouble': '0.006488', 'evry': '0.006309', 'hang': '0.006129', 'evn': '0.006129', 'value': '0.005591', 'old': '0.005411', 'phn': '0.005052', 'pull': '0.004693'}"
24,"{'نظام': '0.006619', 'الان': '0.004748', 'الا': '0.004748', 'تعديل': '0.004748', 'استخدام': '0.004748', 'الناس': '0.004280', 'يهمها': '0.004280', 'حاجة': '0.004280', 'فى': '0.004280', 'البطارية': '0.003345'}"
