0,"{'iphone': '0.044320', 'phone': '0.039240', 'screen': '0.037927', 'app': '0.028718', 'update': '0.027682', 'keep': '0.022106', 'time': '0.020563', 'freeze': '0.019665', 'restart': '0.017496', 'go': '0.015449'}"
1,"{'update': '0.083641', 'phone': '0.059032', 'iphone': '0.047035', 'new': '0.035813', 'app': '0.027552', 'slow': '0.021789', 'battery': '0.019643', 'freeze': '0.018163', 'ios': '0.015548', 'work': '0.014035'}"
2,"{'iphone': '0.039822', 'phone': '0.035004', 'help': '0.033106', 'update': '0.032479', 'try': '0.032113', 'get': '0.022150', 'keep': '0.020792', 'work': '0.017693', 'new': '0.015168', 'message': '0.014250'}"
3,"{'app': '0.029125', 'update': '0.016668', 'work': '0.015505', 'screen': '0.014067', 'open': '0.012117', 'ipad': '0.011944', 'use': '0.011375', 'high_sierra': '0.009287', 'safari': '0.009028', 'pro': '0.008941'}"
4,"{'phone': '0.048132', 'battery': '0.046388', 'iphone': '0.036128', 'charge': '0.026636', 'update': '0.026239', 'time': '0.021108', 'hour': '0.020192', 'last': '0.020102', 'day': '0.019503', 'go': '0.016567'}"
5,"{'fix': '0.053887', 'phone': '0.031254', 'update': '0.023036', 'iphone': '0.017764', 'make': '0.017002', 'go': '0.016414', 'apple': '0.014355', 'need': '0.014001', 'get': '0.012781', 'shit': '0.012264'}"
6,"{'phone': '0.075190', 'update': '0.050527', 'fix': '0.027919', 'new': '0.027186', 'work': '0.016615', 'shit': '0.016130', 'go': '0.015777', 'iphone': '0.014229', 'fuck': '0.013607', 'apple': '0.013348'}"
7,"{'iphone': '0.046103', 'update': '0.039508', 'fix': '0.034123', 'issue': '0.033535', 'battery': '0.030628', 'problem': '0.020367', 'ios': '0.019713', 'bug': '0.013922', 'apple': '0.012596', 'app': '0.010644'}"
8,"{'apple': '0.037623', 'would': '0.029742', 'account': '0.024807', 'password': '0.024096', 'phone': '0.018862', 'iphone': '0.016801', 'icloud': '0.015701', 'help': '0.015492', 'try': '0.015176', 'change': '0.012463'}"
9,"{'turn': '0.038358', 'iphone': '0.028000', 'wifi': '0.026756', 'screen': '0.025223', 'work': '0.015622', 'phone': '0.015237', 'bluetooth': '0.013482', 'lock': '0.012807', 'app': '0.012302', 'button': '0.011614'}"
10,"{'apple': '0.034547', 'phone': '0.024640', 'service': '0.021525', 'call': '0.018745', 'customer': '0.017241', 'support': '0.016621', 'issue': '0.012687', 'help': '0.012665', 'iphone': '0.012102', 'would': '0.010050'}"
11,"{'iphone': '0.045531', 'screen': '0.028275', 'apple': '0.023490', 'phone': '0.015892', 'new': '0.013724', 'get': '0.013384', 'buy': '0.010948', 'work': '0.010795', 'week': '0.009222', 'replace': '0.009171'}"
12,"{'phone': '0.042405', 'call': '0.041282', 'iphone': '0.039722', 'work': '0.032203', 'update': '0.021794', 'make': '0.021365', 'sound': '0.019636', 'alarm': '0.014667', 'volume': '0.011688', 'help': '0.011614'}"
13,"{'update': '0.035055', 'high_sierra': '0.020258', 'macbook': '0.017116', 'mac': '0.017035', 'work': '0.016976', 'help': '0.016301', 'pro': '0.015760', 'try': '0.014945', 'connect': '0.011907', 'wifi': '0.011255'}"
14,"{'fix': '0.051074', 'letter': '0.048306', 'type': '0.043170', 'question_mark': '0.032869', 'box': '0.032736', 'update': '0.027237', 'phone': '0.026940', 'see': '0.020869', 'keep': '0.017299', 'still': '0.015518'}"
15,"{'photo': '0.055587', 'icloud': '0.033195', 'iphone': '0.031999', 'delete': '0.023476', 'app': '0.016827', 'storage': '0.014894', 'help': '0.014487', 'video': '0.012577', 'back': '0.012577', 'phone': '0.012238'}"
16,"{'iphone': '0.031493', 'order': '0.020383', 'phone': '0.019014', 'store': '0.017493', 'apple': '0.017304', 'help': '0.014809', 'call': '0.013651', 'day': '0.013258', 'still': '0.012313', 'get': '0.010074'}"
17,"{'battery': '0.122975', 'iphone': '0.055411', 'update': '0.038691', 'drain': '0.036358', 'life': '0.030673', 'ios': '0.019768', 'fix': '0.019585', 'new': '0.014607', 'phone': '0.014341', 'help': '0.014334'}"
18,"{'music': '0.075846', 'apple': '0.038539', 'song': '0.035354', 'play': '0.030175', 'itune': '0.019217', 'download': '0.018844', 'album': '0.016023', 'iphone': '0.014816', 'new': '0.013860', 'app': '0.012401'}"
19,"{'app': '0.076856', 'apple': '0.037283', 'store': '0.031510', 'download': '0.029503', 'update': '0.022895', 'help': '0.018872', 'try': '0.018126', 'music': '0.017798', 'purchase': '0.016883', 'itune': '0.013224'}"
20,"{'text': '0.033101', 'message': '0.031212', 'app': '0.018039', 'notification': '0.017272', 'iphone': '0.016212', 'show': '0.016007', 'send': '0.015722', 'update': '0.015125', 'contact': '0.014082', 'fix': '0.012852'}"
21,"{'iphone': '0.062703', 'apple': '0.032968', 'buy': '0.029434', 'phone': '0.019804', 'store': '0.016669', 'new': '0.016406', 'use': '0.014702', 'upgrade': '0.013251', 'pay': '0.011694', 'purchase': '0.010447'}"
22,"{'apple': '0.025467', 'work': '0.023713', 'charge': '0.023193', 'iphone': '0.022499', 'ipad': '0.017818', 'charger': '0.016472', 'new': '0.015329', 'help': '0.014330', 'macbook': '0.014146', 'amp': '0.013779'}"
23,"{'email': '0.070192', 'apple': '0.031063', 'get': '0.024291', 'receive': '0.023475', 'send': '0.018078', 'account': '0.017426', 'mail': '0.015351', 'would': '0.013055', 'message': '0.011166', 'scam': '0.010117'}"
