0,"{'phone': '0.073947', 'update': '0.062707', 'new': '0.033660', 'iphone': '0.031087', 'work': '0.021141', 'fix': '0.014776', 'freeze': '0.013099', 'keep': '0.012675', 'app': '0.012243', 'make': '0.011442'}"
1,"{'battery': '0.087306', 'iphone': '0.057469', 'update': '0.053630', 'drain': '0.026817', 'life': '0.022795', 'fix': '0.021250', 'new': '0.021156', 'ios': '0.020367', 'phone': '0.017452', 'issue': '0.013606'}"
2,"{'app': '0.057887', 'update': '0.047225', 'iphone': '0.038579', 'phone': '0.023825', 'freeze': '0.021174', 'fix': '0.018603', 'crash': '0.018368', 'time': '0.017913', 'screen': '0.017712', 'issue': '0.015369'}"
3,"{'app': '0.037158', 'apple': '0.034585', 'try': '0.024647', 'help': '0.024128', 'update': '0.022523', 'store': '0.018715', 'iphone': '0.018369', 'download': '0.017531', 'phone': '0.015780', 'itune': '0.012373'}"
4,"{'iphone': '0.047666', 'phone': '0.031024', 'help': '0.027276', 'try': '0.026844', 'screen': '0.026630', 'update': '0.022244', 'keep': '0.018853', 'time': '0.017582', 'restart': '0.017324', 'get': '0.016022'}"
5,"{'battery': '0.048037', 'phone': '0.046159', 'iphone': '0.029344', 'charge': '0.027800', 'time': '0.022454', 'hour': '0.019536', 'go': '0.019284', 'day': '0.018415', 'last': '0.018148', 'use': '0.015402'}"
6,"{'fix': '0.044318', 'letter': '0.041167', 'type': '0.037422', 'phone': '0.027485', 'box': '0.027206', 'question_mark': '0.026389', 'update': '0.026326', 'see': '0.018640', 'iphone': '0.015721', 'time': '0.014794'}"
7,"{'screen': '0.047951', 'iphone': '0.026155', 'lock': '0.019267', 'turn': '0.018197', 'app': '0.016329', 'button': '0.015027', 'phone': '0.013199', 'time': '0.012164', 'home': '0.011541', 'notification': '0.011292'}"
8,"{'photo': '0.055472', 'icloud': '0.035182', 'iphone': '0.034444', 'delete': '0.022189', 'phone': '0.017562', 'help': '0.016416', 'storage': '0.015471', 'back': '0.015277', 'take': '0.013487', 'backup': '0.012778'}"
9,"{'message': '0.038654', 'text': '0.032909', 'send': '0.025897', 'iphone': '0.018472', 'get': '0.018385', 'notification': '0.016487', 'update': '0.016125', 'contact': '0.015966', 'phone': '0.015647', 'email': '0.014155'}"
10,"{'email': '0.046160', 'apple': '0.036897', 'would': '0.030103', 'account': '0.029433', 'password': '0.025850', 'get': '0.017880', 'icloud': '0.014467', 'receive': '0.012707', 'help': '0.010479', 'change': '0.010081'}"
11,"{'music': '0.075023', 'apple': '0.040900', 'song': '0.034327', 'play': '0.032326', 'itune': '0.020204', 'download': '0.019063', 'album': '0.015171', 'app': '0.014155', 'new': '0.012717', 'podcast': '0.012498'}"
12,"{'iphone': '0.039598', 'apple': '0.030094', 'bad': '0.018296', 'update': '0.017678', 'time': '0.015814', 'phone': '0.014578', 'new': '0.011109', 'battery': '0.010569', 'ios': '0.009904', 'get': '0.009418'}"
