0,"{'phone': '0.037625', 'update': '0.022297', 'get': '0.020939', 'apple': '0.020224', 'new': '0.018325', 'iphone': '0.017420', 'fix': '0.016112', 'go': '0.012733', 'work': '0.011909', 'battery': '0.008977'}"
1,"{'app': '0.063479', 'phone': '0.037835', 'update': '0.023753', 'freeze': '0.021438', 'time': '0.020531', 'use': '0.016225', 'happen': '0.016075', 'open': '0.014376', 'work': '0.014173', 'screen': '0.013664'}"
2,"{'try': '0.036603', 'work': '0.022726', 'time': '0.020197', 'phone': '0.019249', 'update': '0.018472', 'restart': '0.016678', 'get': '0.014696', 'app': '0.014141', 'reset': '0.013426', 'still': '0.013356'}"
3,"{'phone': '0.041701', 'screen': '0.033090', 'work': '0.023890', 'button': '0.019555', 'call': '0.019301', 'go': '0.016794', 'time': '0.015898', 'turn': '0.015633', 'restart': '0.013545', 'get': '0.013185'}"
4,"{'send': '0.020138', 'message': '0.019755', 'try': '0.019536', 'email': '0.017730', 'would': '0.017593', 'get': '0.017196', 'password': '0.016724', 'account': '0.015862', 'use': '0.014349', 'apple': '0.013590'}"
5,"{'update': '0.073817', 'iphone': '0.034083', 'phone': '0.020241', 'new': '0.019294', 'happen': '0.016650', 'last': '0.016328', 'late': '0.016074', 'version': '0.015002', 'day': '0.014755', 'time': '0.014226'}"
6,"{'issue': '0.044622', 'update': '0.040434', 'problem': '0.033705', 'fix': '0.029243', 'iphone': '0.022923', 'apple': '0.014836', 'battery': '0.013746', 'know': '0.013084', 'still': '0.011894', 'see': '0.010958'}"
7,"{'apple': '0.027817', 'call': '0.022717', 'get': '0.021057', 'phone': '0.019307', 'support': '0.017131', 'day': '0.014649', 'store': '0.011718', 'hour': '0.011508', 'tell': '0.011418', 'say': '0.011291'}"
8,"{'thank': '0.074879', 'help': '0.021255', 'work': '0.019686', 'get': '0.018014', 'support': '0.016069', 'apple': '0.015925', 'fix': '0.015357', 'reply': '0.013804', 'response': '0.011796', 'issue': '0.011492'}"
9,"{'screen': '0.034650', 'app': '0.033380', 'go': '0.016762', 'get': '0.013748', 'open': '0.013511', 'show': '0.013173', 'take': '0.012055', 'photo': '0.011877', 'camera': '0.011810', 'see': '0.011607'}"
10,"{'photo': '0.019617', 'icloud': '0.019251', 'iphone': '0.019104', 'phone': '0.017758', 'itune': '0.015826', 'app': '0.014021', 'delete': '0.013554', 'download': '0.013408', 'use': '0.013307', 'music': '0.012748'}"
11,"{'battery': '0.076806', 'phone': '0.033188', 'update': '0.030923', 'charge': '0.024575', 'iphone': '0.024410', 'drain': '0.019802', 'life': '0.019637', 'use': '0.018917', 'last': '0.014844', 'hour': '0.014475'}"
12,"{'wifi': '0.048038', 'turn': '0.045102', 'work': '0.025498', 'connect': '0.024615', 'bluetooth': '0.018897', 'use': '0.017032', 'set': '0.015674', 'phone': '0.015398', 'network': '0.014681', 'try': '0.014405'}"
13,"{'music': '0.063135', 'play': '0.036909', 'song': '0.032024', 'apple': '0.029096', 'app': '0.026298', 'download': '0.019441', 'show': '0.016077', 'itune': '0.014265', 'album': '0.014164', 'use': '0.012323'}"
14,"{'work': '0.048955', 'iphone': '0.037815', 'use': '0.031024', 'apple': '0.022419', 'fine': '0.020606', 'ipad': '0.019115', 'charge': '0.018500', 'connect': '0.014982', 'try': '0.014659', 'device': '0.014613'}"
15,"{'use': '0.018418', 'screen': '0.013333', 'issue': '0.011116', 'pro': '0.010945', 'iphone': '0.010216', 'high_sierra': '0.009069', 'happen': '0.008992', 'make': '0.007922', 'mac': '0.007581', 'run': '0.007147'}"
16,"{'apple': '0.051735', 'store': '0.023949', 'iphone': '0.021999', 'app': '0.021407', 'buy': '0.019313', 'pay': '0.013126', 'purchase': '0.012982', 'get': '0.011623', 'phone': '0.011495', 'use': '0.009241'}"
17,"{'type': '0.036032', 'letter': '0.028759', 'fix': '0.023773', 'text': '0.021735', 'see': '0.019830', 'keyboard': '0.018836', 'box': '0.016484', 'still': '0.015655', 'update': '0.014562', 'get': '0.013965'}"
18,"{'apple': '0.032841', 'watch': '0.032384', 'app': '0.015899', 'work': '0.012624', 'get': '0.010593', 'iphone': '0.010337', 'would': '0.009807', 'issue': '0.009111', 'series': '0.008416', 'amp': '0.008288'}"
19,"{'amp': '0.086107', 'language': '0.058100', 'change': '0.046521', 'gt': '0.038038', 'good': '0.023765', 'go': '0.022554', 'iphone': '0.019591', 'solution': '0.017706', 'general': '0.017572', 'glitch': '0.016966'}"
