0,"{'app': '0.049324', 'phone': '0.033766', 'screen': '0.031269', 'time': '0.020894', 'freeze': '0.017918', 'update': '0.015115', 'work': '0.014930', 'restart': '0.014516', 'open': '0.014219', 'get': '0.012758'}"
1,"{'phone': '0.037406', 'update': '0.024754', 'get': '0.020832', 'apple': '0.020148', 'new': '0.019761', 'fix': '0.017232', 'iphone': '0.016727', 'work': '0.011880', 'go': '0.011653', 'make': '0.010348'}"
2,"{'update': '0.066988', 'iphone': '0.035084', 'issue': '0.030428', 'problem': '0.025616', 'fix': '0.020573', 'app': '0.016824', 'happen': '0.016472', 'phone': '0.016294', 'new': '0.015236', 'late': '0.013613'}"
3,"{'thank': '0.047525', 'help': '0.019376', 'apple': '0.019310', 'issue': '0.015780', 'get': '0.015442', 'work': '0.015136', 'support': '0.014736', 'fix': '0.014481', 'problem': '0.010881', 'know': '0.010420'}"
4,"{'phone': '0.038505', 'time': '0.024052', 'get': '0.023088', 'update': '0.020393', 'day': '0.020330', 'go': '0.020266', 'call': '0.017958', 'work': '0.017582', 'back': '0.016831', 'try': '0.016126'}"
5,"{'try': '0.022331', 'get': '0.019820', 'message': '0.018535', 'would': '0.017885', 'send': '0.017850', 'password': '0.016491', 'email': '0.016462', 'apple': '0.014982', 'account': '0.014146', 'app': '0.012355'}"
6,"{'music': '0.027481', 'download': '0.023228', 'apple': '0.022915', 'app': '0.020711', 'itune': '0.019849', 'iphone': '0.019051', 'song': '0.016643', 'phone': '0.014976', 'try': '0.013788', 'photo': '0.011777'}"
7,"{'wifi': '0.034297', 'turn': '0.033961', 'work': '0.032849', 'try': '0.025838', 'phone': '0.021118', 'connect': '0.019498', 'iphone': '0.016181', 'set': '0.013745', 'network': '0.013271', 'update': '0.013251'}"
8,"{'battery': '0.065325', 'update': '0.033162', 'phone': '0.031821', 'iphone': '0.025479', 'use': '0.017878', 'life': '0.017453', 'drain': '0.017344', 'app': '0.015031', 'slow': '0.014546', 'charge': '0.013848'}"
9,"{'work': '0.017096', 'try': '0.017026', 'update': '0.012782', 'app': '0.012566', 'mac': '0.010903', 'restart': '0.010764', 'use': '0.010583', 'thank': '0.009240', 'high_sierra': '0.008941', 'time': '0.008670'}"
10,"{'app': '0.017075', 'screen': '0.012467', 'photo': '0.011200', 'see': '0.010762', 'use': '0.009871', 'go': '0.009251', 'thank': '0.008959', 'get': '0.007915', 'show': '0.007859', 'video': '0.007678'}"
11,"{'apple': '0.051916', 'store': '0.018924', 'support': '0.016957', 'iphone': '0.013670', 'buy': '0.013039', 'phone': '0.012898', 'get': '0.011711', 'call': '0.010981', 'customer': '0.010715', 'service': '0.009728'}"
12,"{'music': '0.030112', 'play': '0.026300', 'phone': '0.024488', 'app': '0.023053', 'work': '0.022948', 'use': '0.022802', 'call': '0.016737', 'volume': '0.013993', 'video': '0.013972', 'sound': '0.012736'}"
13,"{'work': '0.035756', 'use': '0.025542', 'iphone': '0.024682', 'apple': '0.021150', 'phone': '0.021076', 'charge': '0.019485', 'try': '0.013895', 'charger': '0.012506', 'button': '0.011137', 'plug': '0.011084'}"
14,"{'type': '0.033361', 'letter': '0.032408', 'amp': '0.029926', 'keyboard': '0.022768', 'fix': '0.021240', 'change': '0.021204', 'text': '0.020143', 'see': '0.019567', 'language': '0.014244', 'box': '0.013992'}"
